hsa	gge
ENSG00000198888	ENSGALG00010000007
ENSG00000198763	ENSGALG00010000011
ENSG00000198804	ENSGALG00010000017
ENSG00000198712	ENSGALG00010000020
ENSG00000198899	ENSGALG00010000023
ENSG00000198938	ENSGALG00010000024
ENSG00000198840	ENSGALG00010000026
ENSG00000198886	ENSGALG00010000029
ENSG00000198786	ENSGALG00010000033
ENSG00000198695	ENSGALG00010000037
ENSG00000198727	ENSGALG00010000034
ENSG00000277196	ENSGALG00010000145
ENSG00000278817	ENSGALG00010000442
ENSG00000274202	ENSGALG00010001391
ENSG00000273748	ENSGALG00010015680
ENSG00000276711	ENSGALG00010001391
ENSG00000276345	ENSGALG00010024590
ENSG00000274847	ENSGALG00010021068
ENSG00000275063	ENSGALG00010021939
ENSG00000275249	ENSGALG00010026370
ENSG00000275249	ENSGALG00010026378
ENSG00000114374	ENSGALG00010002504
ENSG00000198692	ENSGALG00010002653
ENSG00000169953	ENSGALG00010015237
ENSG00000169953	ENSGALG00010013176
ENSG00000169953	ENSGALG00010013366
ENSG00000169953	ENSGALG00010007793
ENSG00000169953	ENSGALG00010013368
ENSG00000172468	ENSGALG00010015237
ENSG00000172468	ENSGALG00010013176
ENSG00000172468	ENSGALG00010013366
ENSG00000172468	ENSGALG00010007793
ENSG00000172468	ENSGALG00010013368
ENSG00000182415	ENSGALG00010011247
ENSG00000205916	ENSGALG00010002294
ENSG00000129873	ENSGALG00010011247
ENSG00000067646	ENSGALG00010003052
ENSG00000067048	ENSGALG00010002476
ENSG00000183878	ENSGALG00010011421
ENSG00000154620	ENSGALG00010002566
ENSG00000187191	ENSGALG00010002294
ENSG00000188120	ENSGALG00010002294
ENSG00000205944	ENSGALG00010002294
ENSG00000165246	ENSGALG00010001477
ENSG00000099715	ENSGALG00010018092
ENSG00000172352	ENSGALG00010011247
ENSG00000172288	ENSGALG00010011247
ENSG00000154646	ENSGALG00010007504
ENSG00000154639	ENSGALG00010007849
ENSG00000142207	ENSGALG00010010305
ENSG00000154721	ENSGALG00010010838
ENSG00000156304	ENSGALG00010011797
ENSG00000154654	ENSGALG00010007068
ENSG00000027001	ENSGALG00010006132
ENSG00000156284	ENSGALG00010011654
ENSG00000142149	ENSGALG00010010271
ENSG00000154642	ENSGALG00010007429
ENSG00000102753	ENSGALG00010004141
ENSG00000159256	ENSGALG00010013037
ENSG00000165475	ENSGALG00010005554
ENSG00000159086	ENSGALG00010010575
ENSG00000102547	ENSGALG00010004043
ENSG00000120675	ENSGALG00010003358
ENSG00000132975	ENSGALG00010005843
ENSG00000158270	ENSGALG00010003921
ENSG00000132970	ENSGALG00010005848
ENSG00000205929	ENSGALG00010010633
ENSG00000133110	ENSGALG00010002373
ENSG00000154645	ENSGALG00010007467
ENSG00000168461	ENSGALG00010002357
ENSG00000156273	ENSGALG00010011622
ENSG00000176105	ENSGALG00010003874
ENSG00000157557	ENSGALG00010013349
ENSG00000178127	ENSGALG00010001849
ENSG00000157551	ENSGALG00010013304
ENSG00000101489	ENSGALG00010011379
ENSG00000205758	ENSGALG00010012129
ENSG00000102531	ENSGALG00010003986
ENSG00000156239	ENSGALG00010009831
ENSG00000183722	ENSGALG00010002700
ENSG00000023516	ENSGALG00010003271
ENSG00000154736	ENSGALG00010010712
ENSG00000204899	ENSGALG00010000864
ENSG00000278189	ENSGALG00010003540
ENSG00000278189	ENSGALG00010003579
ENSG00000278189	ENSGALG00010003612
ENSG00000278189	ENSGALG00010003637
ENSG00000278189	ENSGALG00010003602
ENSG00000278189	ENSGALG00010003588
ENSG00000278189	ENSGALG00010003607
ENSG00000278189	ENSGALG00010003605
ENSG00000278189	ENSGALG00010003593
ENSG00000278189	ENSGALG00010003580
ENSG00000278189	ENSGALG00010003645
ENSG00000278189	ENSGALG00010003624
ENSG00000278189	ENSGALG00010003621
ENSG00000278189	ENSGALG00010003554
ENSG00000278189	ENSGALG00010003574
ENSG00000278189	ENSGALG00010003648
ENSG00000278189	ENSGALG00010003618
ENSG00000278189	ENSGALG00010003568
ENSG00000120685	ENSGALG00010002742
ENSG00000231824	ENSGALG00010001595
ENSG00000132874	ENSGALG00010012131
ENSG00000132874	ENSGALG00010012134
ENSG00000199698	ENSGALG00010008913
ENSG00000251778	ENSGALG00010024093
ENSG00000157617	ENSGALG00010010991
ENSG00000017797	ENSGALG00010001823
ENSG00000083535	ENSGALG00010000823
ENSG00000141380	ENSGALG00010005508
ENSG00000173276	ENSGALG00010010982
ENSG00000159228	ENSGALG00010012964
ENSG00000136122	ENSGALG00010000859
ENSG00000166979	ENSGALG00010010405
ENSG00000150361	ENSGALG00010000876
ENSG00000136155	ENSGALG00010000757
ENSG00000252045	ENSGALG00010006777
ENSG00000159079	ENSGALG00010010423
ENSG00000101745	ENSGALG00010001845
ENSG00000242220	ENSGALG00010004876
ENSG00000150893	ENSGALG00010002358
ENSG00000152242	ENSGALG00010011857
ENSG00000152242	ENSGALG00010012067
ENSG00000136111	ENSGALG00010000816
ENSG00000155307	ENSGALG00010007786
ENSG00000136158	ENSGALG00010000711
ENSG00000141425	ENSGALG00010008366
ENSG00000120686	ENSGALG00010002355
ENSG00000102554	ENSGALG00010000820
ENSG00000152214	ENSGALG00010012204
ENSG00000159263	ENSGALG00010013099
ENSG00000212710	ENSGALG00010006478
ENSG00000183145	ENSGALG00010013109
ENSG00000134882	ENSGALG00010005660
ENSG00000160208	ENSGALG00010011925
ENSG00000133119	ENSGALG00010006542
ENSG00000160209	ENSGALG00010011950
ENSG00000141622	ENSGALG00010012051
ENSG00000152192	ENSGALG00010000726
ENSG00000182957	ENSGALG00010006078
ENSG00000177511	ENSGALG00010012906
ENSG00000177511	ENSGALG00010010548
ENSG00000176641	ENSGALG00010012125
ENSG00000175387	ENSGALG00010010623
ENSG00000175387	ENSGALG00010012927
ENSG00000160214	ENSGALG00010011925
ENSG00000099917	ENSGALG00010026259
ENSG00000188811	ENSGALG00010002716
ENSG00000160216	ENSGALG00010011961
ENSG00000102837	ENSGALG00010002967
ENSG00000065150	ENSGALG00010006010
ENSG00000091164	ENSGALG00010010288
ENSG00000091164	ENSGALG00010013248
ENSG00000160218	ENSGALG00010011973
ENSG00000134030	ENSGALG00010010007
ENSG00000141441	ENSGALG00010006139
ENSG00000241945	ENSGALG00010014726
ENSG00000184828	ENSGALG00010010049
ENSG00000139734	ENSGALG00010002406
ENSG00000100365	ENSGALG00010014840
ENSG00000157540	ENSGALG00010013181
ENSG00000100346	ENSGALG00010012410
ENSG00000228075	ENSGALG00010009378
ENSG00000141665	ENSGALG00010002346
ENSG00000081138	ENSGALG00010001209
ENSG00000118946	ENSGALG00010002415
ENSG00000180440	ENSGALG00010006361
ENSG00000139514	ENSGALG00010007106
ENSG00000141956	ENSGALG00010010948
ENSG00000134779	ENSGALG00010011458
ENSG00000088386	ENSGALG00010005851
ENSG00000175329	ENSGALG00010015257
ENSG00000128342	ENSGALG00010000225
ENSG00000100307	ENSGALG00010012653
ENSG00000150907	ENSGALG00010002646
ENSG00000100344	ENSGALG00010013267
ENSG00000136152	ENSGALG00010003617
ENSG00000166603	ENSGALG00010012132
ENSG00000166479	ENSGALG00010001203
ENSG00000186976	ENSGALG00010011562
ENSG00000171873	ENSGALG00010016428
ENSG00000101282	ENSGALG00010013742
ENSG00000136141	ENSGALG00010003843
ENSG00000101280	ENSGALG00010013755
