hsa	sce
ENSG00000198804	Q0045
ENSG00000198804	Q0065
ENSG00000198804	Q0070
ENSG00000198712	Q0250
ENSG00000198899	Q0085
ENSG00000198938	Q0275
ENSG00000198727	Q0115
ENSG00000198727	Q0120
ENSG00000198727	Q0105
ENSG00000198727	Q0110
ENSG00000277196	YLR142W
ENSG00000276345	YDR405W
ENSG00000198692	YMR260C
ENSG00000169953	YJR147W
ENSG00000169953	YGL073W
ENSG00000012817	YJR119C
ENSG00000172468	YJR147W
ENSG00000172468	YGL073W
ENSG00000182415	YLR284C
ENSG00000182415	YOR180C
ENSG00000129873	YLR284C
ENSG00000129873	YOR180C
ENSG00000129824	YJR145C
ENSG00000129824	YHR203C
ENSG00000183878	YBR112C
ENSG00000092377	YBR103W
ENSG00000280969	YJR145C
ENSG00000280969	YHR203C
ENSG00000172352	YLR284C
ENSG00000172352	YOR180C
ENSG00000172288	YLR284C
ENSG00000172288	YOR180C
ENSG00000233803	YKR048C
ENSG00000233803	YNL246W
ENSG00000229549	YKR048C
ENSG00000229549	YNL246W
ENSG00000228927	YKR048C
ENSG00000228927	YNL246W
ENSG00000258992	YKR048C
ENSG00000258992	YNL246W
ENSG00000238074	YKR048C
ENSG00000238074	YNL246W
ENSG00000236424	YKR048C
ENSG00000236424	YNL246W
ENSG00000168757	YKR048C
ENSG00000168757	YNL246W
ENSG00000142207	YKL014C
ENSG00000027001	YKL134C
ENSG00000142149	YDL214C
ENSG00000142149	YNL183C
ENSG00000142149	YPL026C
ENSG00000142149	YDR247W
ENSG00000142149	YPL141C
ENSG00000142149	YOR233W
ENSG00000142149	YKL198C
ENSG00000142149	YJR059W
ENSG00000142149	YKL168C
ENSG00000142149	YJL165C
ENSG00000142149	YDR122W
ENSG00000142149	YLR096W
ENSG00000102547	YKL189W
ENSG00000120675	YLR008C
ENSG00000133110	YLR001C
ENSG00000101489	YDL224C
ENSG00000101489	YNL197C
ENSG00000205758	YCR102C
ENSG00000205758	YNL134C
ENSG00000205758	YLR460C
ENSG00000205758	YMR083W
ENSG00000205758	YMR303C
ENSG00000205758	YOL086C
ENSG00000205758	YBR145W
ENSG00000205758	YAL061W
ENSG00000205758	YAL060W
ENSG00000205758	YMR318C
ENSG00000205758	YCR105W
ENSG00000205758	YBL069W
ENSG00000205758	YER101C
ENSG00000205758	YBL068W-A
ENSG00000156239	YDR140W
ENSG00000159228	YIR036C
ENSG00000159228	YIR035C
ENSG00000159231	YMR226C
ENSG00000159231	YIR036C
ENSG00000159231	YIR035C
ENSG00000159231	YKL071W
ENSG00000141425	YDR289C
ENSG00000134882	YER143W
ENSG00000160208	YDR087C
ENSG00000141639	YMR216C
ENSG00000141639	YHR030C
ENSG00000141639	YKL161C
ENSG00000133119	YBR087W
ENSG00000160209	YEL029C
ENSG00000160209	YNR027W
ENSG00000160214	YDR087C
ENSG00000160216	YDR018C
ENSG00000160216	YBR042C
ENSG00000065150	YBR017C
ENSG00000065150	YMR308C
ENSG00000091164	YLR043C
ENSG00000091164	YGR209C
ENSG00000160218	YMR218C
ENSG00000241945	YCR057C
ENSG00000139734	YNL271C
ENSG00000139514	YCL025C
ENSG00000139514	YDR508C
ENSG00000139514	YDR046C
ENSG00000139514	YBR068C
ENSG00000139514	YPL274W
ENSG00000139514	YLL061W
ENSG00000139514	YNL270C
ENSG00000139514	YEL063C
ENSG00000176177	YLR206W
ENSG00000176177	YDL161W
ENSG00000136152	YER157W
ENSG00000166479	YDR518W
ENSG00000166479	YCL043C
ENSG00000102543	YHR144C
ENSG00000083520	YOL021C
ENSG00000160200	YGR155W
ENSG00000125851	YEL060C
ENSG00000125851	YOR003W
ENSG00000100316	YOR063W
ENSG00000088930	YOR048C
ENSG00000125870	YIR009W
ENSG00000100347	YNL026W
ENSG00000154059	YCR059C
ENSG00000125868	YLL050C
ENSG00000126216	YNL126W
ENSG00000100422	YOR171C
ENSG00000100422	YLR260W
ENSG00000100239	YGL229C
ENSG00000100239	YKR028W
ENSG00000100239	YJL098W
ENSG00000100239	YFR040W
ENSG00000134490	YGL225W
ENSG00000134490	YER039C
ENSG00000134759	YNR026C
ENSG00000134759	YCR067C
ENSG00000160193	YDR165W
ENSG00000180138	YPL204W
ENSG00000180138	YHR135C
ENSG00000180138	YER123W
ENSG00000180138	YNL154C
ENSG00000197496	YGL104C
ENSG00000197496	YBR241C
ENSG00000197496	YJL219W
ENSG00000197496	YHR094C
ENSG00000197496	YFL011W
ENSG00000197496	YNR072W
ENSG00000197496	YDR345C
ENSG00000197496	YDR342C
ENSG00000197496	YOL156W
ENSG00000197496	YJL214W
ENSG00000197496	YDR343C
ENSG00000197496	YDL245C
ENSG00000197496	YLR081W
ENSG00000197496	YJR158W
ENSG00000197496	YHR096C
ENSG00000197496	YEL069C
ENSG00000197496	YHR092C
ENSG00000197496	YMR011W
ENSG00000197496	YDL194W
ENSG00000197496	YDL138W
ENSG00000197496	YJR160C
ENSG00000197496	YBR298C
ENSG00000197496	YGR289C
ENSG00000197496	YDL247W
ENSG00000159212	YGR201C
ENSG00000159212	YPL048W
ENSG00000159212	YKL081W
ENSG00000274391	YNL128W
ENSG00000080618	YHR132C
ENSG00000136167	YDR129C
ENSG00000197563	YKL165C
ENSG00000159082	YNL106C
ENSG00000159082	YOR109W
ENSG00000128245	YDR099W
ENSG00000054793	YIL048W
ENSG00000101194	YOL162W
ENSG00000101194	YOL163W
ENSG00000101182	YJL001W
ENSG00000169093	YOR111W
ENSG00000136143	YGR244C
ENSG00000100028	YLR147C
ENSG00000004961	YKL087C
ENSG00000004961	YAL039C
ENSG00000139826	YNL320W
ENSG00000139684	YJL068C
ENSG00000125977	YPL237W
ENSG00000100030	YHR030C
ENSG00000100030	YKL161C
ENSG00000136161	YLR077W
ENSG00000136161	YGL097W
ENSG00000100330	YJR110W
ENSG00000160185	YNL108C
ENSG00000160185	YOR110W
ENSG00000171858	YJL136C
ENSG00000160190	YOL162W
ENSG00000160190	YOL163W
ENSG00000078043	YOR156C
ENSG00000078043	YDR409W
ENSG00000134905	YNL247W
ENSG00000165629	YBR039W
ENSG00000134049	YER074W-A
ENSG00000179388	YLR375W
ENSG00000179388	YDL048C
ENSG00000104044	YJL198W
ENSG00000104044	YNR013C
ENSG00000104044	YCR037C
ENSG00000120662	YGL143C
ENSG00000172766	YDL040C
ENSG00000151413	YGL091C
ENSG00000134146	YLR143W
ENSG00000141384	YMR005W
ENSG00000149657	YPR129W
ENSG00000151657	YOR077W
ENSG00000087495	YNL233W
ENSG00000120158	YOL010W
ENSG00000198042	YAL025C
ENSG00000174227	YJL062W
ENSG00000213995	YKL151C
ENSG00000154001	YOR014W
ENSG00000051180	YER095W
ENSG00000109667	YGL104C
ENSG00000109667	YBR241C
ENSG00000109667	YJL219W
ENSG00000109667	YHR094C
ENSG00000109667	YFL011W
ENSG00000109667	YNR072W
ENSG00000109667	YDR345C
ENSG00000109667	YDR342C
ENSG00000109667	YOL156W
ENSG00000109667	YJL214W
ENSG00000109667	YDR343C
ENSG00000109667	YDL245C
ENSG00000109667	YLR081W
ENSG00000109667	YJR158W
ENSG00000109667	YHR096C
ENSG00000109667	YEL069C
ENSG00000109667	YHR092C
ENSG00000109667	YMR011W
ENSG00000109667	YDL194W
ENSG00000109667	YDL138W
ENSG00000109667	YJR160C
ENSG00000109667	YBR298C
ENSG00000109667	YGR289C
ENSG00000109667	YDL247W
ENSG00000100324	YOR090C
ENSG00000130700	YKR034W
ENSG00000130700	YJL110C
ENSG00000150456	YGR001C
ENSG00000150457	YGR092W
ENSG00000150457	YPR111W
ENSG00000130706	YLR421C
ENSG00000100614	YOR090C
ENSG00000092964	YLR420W
ENSG00000137074	YOR258W
ENSG00000100612	YIR036C
ENSG00000100612	YIR035C
ENSG00000047230	YBL039C
ENSG00000047230	YJR103W
ENSG00000152953	YGR092W
ENSG00000152953	YPR111W
ENSG00000131100	YOR332W
ENSG00000073910	YIL129C
ENSG00000142178	YDL214C
ENSG00000142178	YNL183C
ENSG00000142178	YPL026C
ENSG00000142178	YDR247W
ENSG00000142178	YPL141C
ENSG00000142178	YOR233W
ENSG00000142178	YKL198C
ENSG00000142178	YJR059W
ENSG00000142178	YKL168C
ENSG00000142178	YJL165C
ENSG00000142178	YDR122W
ENSG00000142178	YLR096W
ENSG00000177669	YOR175C
ENSG00000147459	YLR422W
ENSG00000155275	YPL030W
ENSG00000189132	YIL159W
ENSG00000189132	YNL271C
ENSG00000137770	YPL063W
ENSG00000204070	YJL004C
ENSG00000104660	YJR044C
