ENSG00000198888	ENSBTAG00000043558
ENSG00000198763	ENSBTAG00000043571
ENSG00000198804	ENSBTAG00000043561
ENSG00000198712	ENSBTAG00000043556
ENSG00000228253	ENSBTAG00000043564
ENSG00000198899	ENSBTAG00000043584
ENSG00000198938	ENSBTAG00000043560
ENSG00000198840	ENSBTAG00000043568
ENSG00000212907	ENSBTAG00000043559
ENSG00000198886	ENSBTAG00000043577
ENSG00000198786	ENSBTAG00000043563
ENSG00000198695	ENSBTAG00000043546
ENSG00000198727	ENSBTAG00000043550
ENSG00000278457	ENSBTAG00000077005
ENSG00000271254	ENSBTAG00000056165
ENSG00000277196	ENSBTAG00000047676
ENSG00000278817	ENSBTAG00000047299
ENSG00000278793	ENSBTAG00000057498
ENSG00000275405	ENSBTAG00000074471
ENSG00000275405	ENSBTAG00000078113
ENSG00000274847	ENSBTAG00000012601
ENSG00000276711	ENSBTAG00000067001
ENSG00000276345	ENSBTAG00000000103
ENSG00000276345	ENSBTAG00000074304
ENSG00000273554	ENSBTAG00000009959
ENSG00000273748	ENSBTAG00000007089
ENSG00000274202	ENSBTAG00000067001
ENSG00000252689	ENSBTAG00000042183
ENSG00000252173	ENSBTAG00000074807
ENSG00000252323	ENSBTAG00000074807
ENSG00000169953	ENSBTAG00000075098
ENSG00000169953	ENSBTAG00000073134
ENSG00000169953	ENSBTAG00000074714
ENSG00000169953	ENSBTAG00000071405
ENSG00000169953	ENSBTAG00000073952
ENSG00000169953	ENSBTAG00000074983
ENSG00000169953	ENSBTAG00000073275
ENSG00000169953	ENSBTAG00000078668
ENSG00000169953	ENSBTAG00000079020
ENSG00000169953	ENSBTAG00000078721
ENSG00000169953	ENSBTAG00000071546
ENSG00000169953	ENSBTAG00000071075
ENSG00000169953	ENSBTAG00000075221
ENSG00000169953	ENSBTAG00000073463
ENSG00000169953	ENSBTAG00000079200
ENSG00000169953	ENSBTAG00000073994
ENSG00000169953	ENSBTAG00000073877
ENSG00000169953	ENSBTAG00000070444
ENSG00000169953	ENSBTAG00000077037
ENSG00000169953	ENSBTAG00000073735
ENSG00000169953	ENSBTAG00000074630
ENSG00000169953	ENSBTAG00000076107
ENSG00000169953	ENSBTAG00000076758
ENSG00000169953	ENSBTAG00000074762
ENSG00000169953	ENSBTAG00000072299
ENSG00000169953	ENSBTAG00000078189
ENSG00000169953	ENSBTAG00000078665
ENSG00000169953	ENSBTAG00000078817
ENSG00000169953	ENSBTAG00000071983
ENSG00000169953	ENSBTAG00000075646
ENSG00000169953	ENSBTAG00000079135
ENSG00000169953	ENSBTAG00000071242
ENSG00000169953	ENSBTAG00000076777
ENSG00000169953	ENSBTAG00000070777
ENSG00000169953	ENSBTAG00000073938
ENSG00000169953	ENSBTAG00000070457
ENSG00000169953	ENSBTAG00000072430
ENSG00000169953	ENSBTAG00000075186
ENSG00000169953	ENSBTAG00000074020
ENSG00000169953	ENSBTAG00000076729
ENSG00000169953	ENSBTAG00000070911
ENSG00000169953	ENSBTAG00000072415
ENSG00000169953	ENSBTAG00000074319
ENSG00000169953	ENSBTAG00000073934
ENSG00000169953	ENSBTAG00000076435
ENSG00000169953	ENSBTAG00000070330
ENSG00000169953	ENSBTAG00000070702
ENSG00000169953	ENSBTAG00000071792
ENSG00000169953	ENSBTAG00000076056
ENSG00000169953	ENSBTAG00000078199
ENSG00000169953	ENSBTAG00000077811
ENSG00000252766	ENSBTAG00000043147
ENSG00000172468	ENSBTAG00000075098
ENSG00000172468	ENSBTAG00000073134
ENSG00000172468	ENSBTAG00000074714
ENSG00000172468	ENSBTAG00000071405
ENSG00000172468	ENSBTAG00000073952
ENSG00000172468	ENSBTAG00000074983
ENSG00000172468	ENSBTAG00000073275
ENSG00000172468	ENSBTAG00000078668
ENSG00000172468	ENSBTAG00000079020
ENSG00000172468	ENSBTAG00000078721
ENSG00000172468	ENSBTAG00000071546
ENSG00000172468	ENSBTAG00000071075
ENSG00000172468	ENSBTAG00000075221
ENSG00000172468	ENSBTAG00000073463
ENSG00000172468	ENSBTAG00000079200
ENSG00000172468	ENSBTAG00000073994
ENSG00000172468	ENSBTAG00000073877
ENSG00000172468	ENSBTAG00000070444
ENSG00000172468	ENSBTAG00000077037
ENSG00000172468	ENSBTAG00000073735
ENSG00000172468	ENSBTAG00000074630
ENSG00000172468	ENSBTAG00000076107
ENSG00000172468	ENSBTAG00000076758
ENSG00000172468	ENSBTAG00000074762
ENSG00000172468	ENSBTAG00000072299
ENSG00000172468	ENSBTAG00000078189
ENSG00000172468	ENSBTAG00000078665
ENSG00000172468	ENSBTAG00000078817
ENSG00000172468	ENSBTAG00000071983
ENSG00000172468	ENSBTAG00000075646
ENSG00000172468	ENSBTAG00000079135
ENSG00000172468	ENSBTAG00000071242
ENSG00000172468	ENSBTAG00000076777
ENSG00000172468	ENSBTAG00000070777
ENSG00000172468	ENSBTAG00000073938
ENSG00000172468	ENSBTAG00000070457
ENSG00000172468	ENSBTAG00000072430
ENSG00000172468	ENSBTAG00000075186
ENSG00000172468	ENSBTAG00000074020
ENSG00000172468	ENSBTAG00000076729
ENSG00000172468	ENSBTAG00000070911
ENSG00000172468	ENSBTAG00000072415
ENSG00000172468	ENSBTAG00000074319
ENSG00000172468	ENSBTAG00000073934
