Gene stable ID	UniProtKB/Swiss-Prot ID
AT5G16970	Q39172
AT4G32100	
AT2G43120	
AT2G43120	Q9ZW82
AT1G30814	
AT1G30814	
AT1G30814	
AT1G30814	
AT3G18710	Q9LSA6
AT4G25880	
AT4G25880	
AT4G25880	Q9C5E7
AT4G25880	Q9C5E7
AT4G25880	
AT1G78930	
AT3G07950	Q8LF05
AT4G03450	
AT4G03450	
AT1G71695	Q96520
AT1G58983	Q93VB8
AT1G12980	Q9SAD4
AT5G41480	F4JYE9
AT5G15008	
AT3G51870	O65023
AT4G29950	
AT4G29950	
AT4G29950	
AT3G18310	
AT5G07360	
AT5G07360	
AT5G07360	
AT4G08535	
AT4G08535	
AT4G08535	
AT4G26490	
AT5G46240	Q39128
AT5G62260	Q9LVB0
AT5G62260	Q9LVB0
AT5G62260	
AT4G16955	
AT3G25717	Q6IM95
AT1G45223	
AT5G35715	
AT5G41908	
AT2G21390	Q9SJT9
AT3G48330	Q42539
AT3G48330	
AT3G48330	
AT3G48330	Q42539
AT4G32710	O65530
AT3G46440	Q9SN95
AT3G46440	Q9SN95
AT2G21930	
AT2G21930	Q9SJ06
AT3G53910	
AT4G25090	Q9SW17
AT4G25090	
AT2G18870	
AT1G56250	Q9C7K0
AT3G16830	Q9LRZ0
AT5G20470	
AT5G04950	Q9FF79
AT4G13720	Q8L968
AT4G13720	
AT5G50110	
AT5G50110	
AT3G03305	Q0WVZ1
AT5G66670	Q9LVR3
AT5G66670	Q9LVR3
AT5G66670	Q9LVR3
AT5G66670	Q9LVR3
AT4G08039	Q2V3K9
AT2G38310	O80920
AT2G26900	Q1EBV7
AT5G23000	Q9FG68
AT1G66852	
AT1G69810	
AT1G69810	Q9CAR4
AT1G72450	
AT1G72450	Q9C9E3
AT5G03560	
AT5G03560	
AT5G03560	
AT5G03560	
AT4G27340	
AT4G27340	
AT4G27340	Q6NQ64
AT1G76280	
AT1G76280	
AT1G76280	
AT1G76280	
AT1G76280	Q9SGQ6
AT3G03272	
AT3G28960	F4J1Q9
AT3G28960	
AT3G28960	F4J1Q9
AT3G28960	F4J1Q9
AT3G28960	F4J1Q9
AT1G65630	Q9SHZ1
AT3G10210	
AT4G27830	
AT4G27830	Q93ZI4
AT1G71390	
AT1G71390	Q9C9H6
AT5G46260	
AT2G32710	
AT2G32710	Q8GYJ3
AT5G27680	Q9FT69
AT5G27680	Q9FT69
AT5G27680	
AT5G27680	Q9FT69
AT5G27680	Q9FT69
AT5G27680	
AT4G19380	O65709
AT4G19380	
AT5G61960	Q8W4I9
AT5G61960	Q8W4I9
AT5G61960	
AT5G61960	
AT5G61960	
AT5G61960	
AT5G61960	Q8W4I9
AT5G61960	Q8W4I9
AT5G61960	
AT5G61960	
AT5G61960	
AT4G29180	C0LGR6
AT4G29180	
AT4G29180	
AT3G09680	Q9SF35
AT1G56233	Q2V4G6
AT1G15210	Q7PC86
AT3G63470	Q0WRX3
AT2G16970	
AT2G16970	
AT2G16970	
AT2G16970	
AT2G16970	
AT2G16970	
AT2G16970	
AT2G16970	
AT1G15250	Q8LFH7
AT1G15250	Q8LFH7
AT1G79700	
AT1G79700	
AT1G79700	A0JPZ8
AT1G79700	
AT2G46620	F4IJ77
AT3G46920	
AT3G46920	
AT2G43750	P47999
AT2G43750	P47999
AT1G62895	
AT2G24490	Q9ZQ19
AT2G24490	Q9ZQ19
AT3G57080	Q9M1J2
AT3G13820	Q9LRW6
AT2G15080	Q9ZUK3
AT2G15080	Q9ZUK3
AT1G73360	Q9FX31
AT1G16360	Q9SA35
AT1G16360	
AT1G16360	
AT1G16360	
AT1G16360	
AT1G10225	
AT3G49770	
AT4G31660	Q8H2D0
AT1G26670	Q9SEL5
AT1G34855	
AT1G52200	Q9M815
AT1G52200	
AT1G57800	
AT1G57800	Q9FVS2
AT4G23200	O65472
AT4G23200	
AT1G69460	Q8VY92
AT1G04310	P93825
AT1G04310	P93825
AT1G08080	Q8L817
AT2G37678	Q8S4Q6
AT2G37678	
AT3G56070	Q38867
AT3G56070	Q38867
AT5G15420	
AT5G06020	Q9FI84
AT3G15251	
AT1G75550	
AT1G75550	
AT1G71890	Q9C8X2
AT1G05430	
AT4G29810	
AT4G29810	Q9S7U9
AT4G29810	
AT3G02780	Q42553
AT3G02780	
AT4G26560	Q9SUA6
AT1G80870	Q9SAH3
AT4G23670	
AT2G46225	
AT2G46225	
AT2G46225	Q8S8M5
AT5G18730	
AT5G67570	Q9FJW6
AT1G75310	
AT1G75310	
AT5G29054	
AT2G27700	
AT2G27700	
AT1G02010	
AT1G02010	
AT1G02010	Q9C5P7
AT1G02010	
AT1G02010	
AT1G02010	
AT1G47900	Q9C698
AT1G47900	Q9C698
AT1G47900	
AT5G57625	
AT4G02725	
AT4G02725	
AT1G14315	
AT1G14315	
AT5G66440	
AT4G35440	
AT4G35440	Q8GX93
AT3G52460	
AT4G26240	
AT3G55380	
AT3G55380	P42747
AT2G16953	
AT2G22320	
AT1G26760	
AT1G05250	Q67Z07
AT1G05250	P0DI10
AT3G44560	Q1PEI6
AT3G44560	
AT3G44560	
AT1G67260	
AT1G67260	
AT1G67260	Q9FYG7
AT4G31950	O49396
AT5G51680	
AT4G10925	Q93YV9
AT4G10925	Q93YV9
AT4G10925	Q93YV9
AT4G10925	Q93YV9
AT4G10925	Q93YV9
AT3G56520	
AT1G24575	
AT4G31690	
AT1G12790	F4IDW9
AT4G34640	P53799
AT4G34640	
AT4G03340	
AT4G03340	
AT2G37260	Q9ZUU0
AT2G37260	
AT2G37260	
AT5G54610	Q8GYH5
AT3G27970	
AT4G13550	
AT4G13550	
AT4G13550	
AT1G04850	
AT1G04850	
AT5G20560	
AT3G17420	Q9LRP3
AT3G08780	
AT3G08780	
AT1G31760	
AT5G65470	Q0WUZ5
AT1G33250	
AT1G74000	P92976
AT3G55660	Q9M056
AT3G55660	
AT4G15562	
AT3G48480	
AT5G66420	
AT5G66420	
AT5G66420	
AT3G02740	
AT3G02740	
AT1G55580	Q9ZWC5
AT1G53903	P0DO12
AT1G53903	P0DO11
AT3G63400	Q9LY75
AT3G63400	Q9LY75
AT3G63400	Q9LY75
AT3G63400	
AT1G19715	
AT1G19715	
AT1G19715	F4HQX1
AT5G62750	
AT2G04031	
AT3G06130	
AT3G06130	Q9M8K5
AT5G50000	
AT5G50000	Q9FGB1
AT1G69430	
AT1G53340	
AT1G53340	
AT1G53340	
ATCG00160	P56797
AT3G05660	F4J8G2
AT2G16130	Q9XIH6
AT5G63820	Q9FN07
AT3G17140	
AT3G24110	
AT3G24110	Q9LRN6
AT1G29890	
AT1G29890	
AT1G29890	
AT2G47560	O22255
AT4G28600	
AT4G28600	Q66GN3
AT4G28600	Q66GN3
AT1G80290	
AT1G80290	Q9C975
AT1G56540	
AT1G56540	
AT2G37390	Q58FZ0
AT2G37390	
AT2G06050	Q9FUP0
AT2G06050	Q9FUP0
AT2G06050	Q9FUP0
AT3G20920	
AT3G20920	
AT5G26220	Q8GY54
AT5G26220	
AT3G54830	
AT3G54830	
AT3G09190	
AT3G05545	
AT1G48650	
AT1G48650	F4HYJ7
AT4G27400	
AT2G35250	
AT5G15730	
AT5G15730	Q9LFV3
AT5G15730	Q9LFV3
AT1G22670	F4I2Y3
AT1G07030	
AT5G61930	Q9FH50
AT5G61930	Q9FH50
AT4G27260	O81829
AT1G69860	Q9CAR9
AT1G10120	Q6NKN9
AT1G10120	Q6NKN9
AT5G08760	F4KCH3
AT2G38390	O80912
AT1G43650	
AT1G43650	Q6NMB7
AT3G26470	
AT1G09960	Q9FE59
AT4G27370	
AT4G27370	
AT4G27370	F4JIU4
AT4G27370	
AT2G25250	
AT5G42110	
AT1G51990	
AT1G51990	
AT5G23030	Q9FN51
AT3G51100	
AT3G51100	
AT3G51100	
AT3G29580	Q9LJB5
AT3G28370	
AT3G28370	
AT3G28370	
AT3G28370	
AT3G28370	
AT2G15710	
AT5G20250	Q8RX87
AT5G20250	
AT5G20250	Q8RX87
AT5G20250	Q8RX87
AT4G21470	Q84MD8
AT4G05220	
AT4G04730	
AT2G33520	O22802
AT1G53625	
AT1G63360	Q9SH22
AT1G63360	
AT1G33330	
AT1G33330	
AT1G33330	
AT3G26840	Q9LW26
AT1G74929	
AT3G29010	
AT3G29010	
AT3G29010	
AT3G29010	
AT3G29010	
AT3G29010	
AT3G10450	Q9SQX6
AT3G10450	
AT3G10450	
AT3G10450	
AT4G12485	
AT4G34800	
AT4G28340	
AT1G63430	C0LGH8
AT1G63430	
AT1G63430	C0LGH8
AT3G14510	
AT1G80720	
AT1G80720	
AT1G69770	Q94F88
AT1G08460	Q94EJ2
AT1G08460	
AT1G78710	Q9ZV89
AT1G78710	
AT4G03820	
AT4G03820	
AT4G03820	
AT4G03820	
AT3G28930	P54121
AT3G28930	
AT3G28930	P54121
AT3G52950	Q9LF97
AT3G52950	Q9LF97
AT2G26330	Q42371
AT1G08610	Q9FRS4
AT3G57620	
AT5G08070	Q9LEZ9
AT5G08070	Q9LEZ9
AT1G17540	
AT2G39280	
AT2G39280	
AT1G27380	
AT1G27380	
AT1G27380	Q8GYU0
AT1G27380	Q8GYU0
AT1G58643	
AT1G58643	
AT5G08450	
AT5G08450	
AT5G08450	
AT5G14030	
AT5G14030	
AT5G14030	
AT5G14030	
AT5G14030	
AT1G48953	
AT5G66080	Q9FKX4
AT5G66080	
AT2G47730	Q96266
AT2G47730	Q96266
AT2G02310	Q9ZVR0
AT4G11020	
AT3G50670	
AT3G50670	Q42404
AT1G51440	Q9C8J6
AT2G07719	P93316
AT1G18871	
AT1G25210	F4IAW1
AT1G25210	P0DKB8
AT1G25210	P0DKB9
AT1G25210	P0DKB7
AT1G25210	F4IAT8
AT1G25210	
AT1G21610	
AT1G21610	Q8RX78
AT1G21610	
AT1G21610	
AT1G21610	
AT1G21610	
AT5G05340	Q9FLC0
AT5G45440	Q9FHJ2
AT4G05110	Q944N8
AT4G05110	Q944N8
AT4G05110	
AT5G25380	Q39071
AT5G25380	
AT5G25380	
AT5G25380	
AT3G44080	Q9LXQ4
AT1G79710	
AT1G79710	Q9SQN2
AT1G79710	Q9SQN2
AT5G56920	
AT5G38000	
AT5G38000	
AT5G38000	
AT5G15050	Q9LFQ0
AT3G50370	
AT3G50370	
AT1G80840	Q9SAH7
AT5G53670	
ATMG00440	P93300
AT2G23160	Q1KS79
AT4G29940	
AT4G29940	P48785
AT4G23640	Q9FE38
AT3G09550	
AT3G09550	
AT3G09550	
AT3G07568	
AT5G44630	Q4KSH9
AT2G40900	F4IJ08
AT2G39140	Q8L960
AT2G39140	
AT5G05950	
AT3G48670	Q8VZ79
AT3G48670	Q8VZ79
AT3G48670	Q8VZ79
AT5G63810	Q9FN08
AT5G02340	
AT4G32470	Q9SUU5
AT4G32470	
AT3G11270	Q9C774
AT3G11270	
AT2G46440	
AT2G46440	Q9SKD6
AT2G17630	Q9SHP0
AT2G21105	
AT5G24100	Q9FL63
AT4G29330	Q8VZU9
AT4G29330	
AT2G15470	
AT2G47790	Q944S2
AT1G71300	
AT1G71300	Q9FVV6
AT5G48545	F4K1R2
AT5G48545	
AT5G48545	
AT1G49490	Q9XIB6
AT1G49490	
AT1G23645	
AT1G23645	
AT3G08530	Q0WLB5
AT1G09795	Q8GSJ1
AT2G19190	O64483
AT5G56950	Q94K07
AT3G22380	
AT3G22380	
AT3G22380	Q94KE2
AT2G41835	Q8VZ42
AT4G23590	Q8VYP2
AT3G05140	Q8RXC8
AT3G05140	
AT1G48690	
AT4G35620	Q39070
AT4G35620	
AT3G29750	
AT1G49570	Q9FX85
AT3G54500	
AT3G54500	
AT3G54500	
AT3G54500	F4JCX9
AT3G54500	
AT3G54500	
AT3G54500	
AT3G54500	
AT2G45130	Q5PP62
AT1G68470	Q9CA34
AT5G58400	Q9LVL1
AT2G39110	
AT2G39110	
AT5G39510	Q9SEL6
AT4G32660	
AT4G32660	
AT4G32660	P51568
AT4G32660	
AT1G75580	Q9LR00
AT5G23090	P49592
AT5G23090	P49592
AT5G23090	
AT5G23090	
AT5G23090	P49592
AT5G45920	
AT5G45920	Q6NMR9
AT5G45920	Q6NMR9
AT5G45920	
AT3G52760	
AT5G52750	Q9LTE2
AT5G52750	
AT5G18830	
AT5G18830	Q8S9G8
AT5G18830	
AT3G27460	
AT3G27460	
AT3G27460	
AT3G27460	
