hsa	gge	isohsa	isogge	exoniden
ENSG00000198888	ENSGALG00010000007	ENST00000361390	ENSGALT00010000007	hsa0000282609-gge0000205885|0.7
ENSG00000198763	ENSGALG00010000011	ENST00000361453	ENSGALT00010000011	hsa0000282610-gge0000205886|0.63
ENSG00000198804	ENSGALG00010000017	ENST00000361624	ENSGALT00010000017	hsa0000282611-gge0000205887|0.77
ENSG00000198712	ENSGALG00010000020	ENST00000361739	ENSGALT00010000020	hsa0000282612-gge0000205888|0.69
ENSG00000198899	ENSGALG00010000023	ENST00000361899	ENSGALT00010000023	hsa0000282614-gge0000205890|0.64
ENSG00000198938	ENSGALG00010000024	ENST00000362079	ENSGALT00010000024	hsa0000282615-gge0000205891|0.72
ENSG00000198840	ENSGALG00010000026	ENST00000361227	ENSGALT00010000026	hsa0000282616-gge0000205892|0.63
ENSG00000198886	ENSGALG00010000029	ENST00000361381	ENSGALT00010000029	hsa0000282618-gge0000205895|0.66
ENSG00000198786	ENSGALG00010000033	ENST00000361567	ENSGALT00010000033	hsa0000282619-gge0000205896|0.67
ENSG00000198727	ENSGALG00010000034	ENST00000361789	ENSGALT00010000034	hsa0000282621-gge0000205897|0.74
ENSG00000275249	ENSGALG00010026370	ENST00000612882	ENSGALT00010064165	hsa0000282643-gge0000193267|0.63
ENSG00000275249	ENSGALG00010026378	ENST00000612882	ENSGALT00010064185	hsa0000282643-gge0000193268|0.63
ENSG00000114374	ENSGALG00010002504	ENST00000651177	ENSGALT00010005764	hsa0000273492-gge0000003694|0.83;hsa0000273493-gge0000003695|0.82;hsa0000273494-gge0000003696|0.89;hsa0000273495-gge0000003697|0.88;hsa0000273496-gge0000003698|0.82;hsa0000273497-gge0000003699|0.87;hsa0000273498-gge0000003700|0.83;hsa0000273499-gge0000003701|0.86;hsa0000273500-gge0000003702|0.84;hsa0000273501-gge0000003703|0.86;hsa0000273502-gge0000003704|0.86;hsa0000273503-gge0000003705|0.91;hsa0000273504-gge0000003706|0.78;hsa0000273505-gge0000003707|0.78;hsa0000273506-gge0000003708|0.89;hsa0000273507-gge0000003709|0.79;hsa0000273508-gge0000003710|0.83;hsa0000273509-gge0000003711|0.79;hsa0000273510-gge0000003712|0.83;hsa0000273511-gge0000003713|0.86;hsa0000273512-gge0000003714|0.82;hsa0000273513-gge0000003715|0.79;hsa0000273514-gge0000003716|0.79;hsa0000273515-gge0000003717|0.76;hsa0000273516-gge0000003718|0.82;hsa0000273517-gge0000003719|0.86;hsa0000273518-gge0000003720|0.78;hsa0000273519-gge0000003721|0.8;hsa0000273520-gge0000003722|0.82;hsa0000273521-gge0000003723|0.86;hsa0000273522-gge0000003724|0.84;hsa0000273523-gge0000003725|0.87;hsa0000273524-gge0000003726|0.88;hsa0000273525-gge0000003727|0.79;hsa0000273526-gge0000003728|0.86;hsa0000273527-gge0000003729|0.88;hsa0000273528-gge0000003730|0.8;hsa0000273529-gge0000003731|0.8;hsa0000273530-gge0000003732|0.84;hsa0000273532-gge0000003733|0.78;hsa0000273533-gge0000003734|0.8;hsa0000273534-gge0000003735|0.85;hsa0000273535-gge0000003736|0.81;hsa0000273536-gge0000003739|0.85
ENSG00000114374	ENSGALG00010002504	ENST00000338981	ENSGALT00010005764	hsa0000273492-gge0000003694|0.83;hsa0000273493-gge0000003695|0.82;hsa0000273494-gge0000003696|0.89;hsa0000273495-gge0000003697|0.88;hsa0000273496-gge0000003698|0.82;hsa0000273497-gge0000003699|0.87;hsa0000273498-gge0000003700|0.83;hsa0000273499-gge0000003701|0.86;hsa0000273500-gge0000003702|0.84;hsa0000273501-gge0000003703|0.86;hsa0000273502-gge0000003704|0.86;hsa0000273503-gge0000003705|0.91;hsa0000273504-gge0000003706|0.78;hsa0000273505-gge0000003707|0.78;hsa0000273506-gge0000003708|0.89;hsa0000273507-gge0000003709|0.79;hsa0000273508-gge0000003710|0.83;hsa0000273509-gge0000003711|0.79;hsa0000273510-gge0000003712|0.83;hsa0000273511-gge0000003713|0.86;hsa0000273512-gge0000003714|0.82;hsa0000273513-gge0000003715|0.79;hsa0000273514-gge0000003716|0.79;hsa0000273515-gge0000003717|0.76;hsa0000273516-gge0000003718|0.82;hsa0000273517-gge0000003719|0.86;hsa0000273518-gge0000003720|0.78;hsa0000273519-gge0000003721|0.8;hsa0000273520-gge0000003722|0.82;hsa0000273521-gge0000003723|0.86;hsa0000273522-gge0000003724|0.84;hsa0000273523-gge0000003725|0.87;hsa0000273524-gge0000003726|0.88;hsa0000273525-gge0000003727|0.79;hsa0000273526-gge0000003728|0.86;hsa0000273527-gge0000003729|0.88;hsa0000273528-gge0000003730|0.8;hsa0000273529-gge0000003731|0.8;hsa0000273530-gge0000003732|0.84;hsa0000273532-gge0000003733|0.78;hsa0000273533-gge0000003734|0.8;hsa0000273534-gge0000003735|0.85;hsa0000273535-gge0000003736|0.81;hsa0000273536-gge0000003739|0.85
ENSG00000067646	ENSGALG00010003052	ENST00000383052	ENSGALT00010007119	hsa0000273637-gge0000004947|0.85;hsa0000273639-gge0000004948|0.79;hsa0000273641-gge0000004950|0.85;hsa0000273642-gge0000004951|0.83;hsa0000273643-gge0000004952|0.77;hsa0000273644-gge0000004953|0.86;hsa0000273645-gge0000004954|0.84
ENSG00000067646	ENSGALG00010003052	ENST00000155093	ENSGALT00010007119	hsa0000273637-gge0000004947|0.85;hsa0000273639-gge0000004948|0.79;hsa0000273641-gge0000004950|0.85;hsa0000273642-gge0000004951|0.83;hsa0000273643-gge0000004952|0.77;hsa0000273644-gge0000004953|0.86;hsa0000273645-gge0000004954|0.84
ENSG00000165246	ENSGALG00010001477	ENST00000643089	ENSGALT00010003419	hsa0000273809-gge0000000989|0.79;hsa0000273811-gge0000000990|0.85;hsa0000273812-gge0000000991|0.81;hsa0000273816-gge0000000992|0.77;hsa0000273817-gge0000000993|0.81;hsa0000273818-gge0000000994|0.82
ENSG00000165246	ENSGALG00010001477	ENST00000355905	ENSGALT00010003420	hsa0000273809-gge0000000989|0.79;hsa0000273812-gge0000000991|0.81;hsa0000273816-gge0000000992|0.77;hsa0000273817-gge0000000993|0.81;hsa0000273818-gge0000000994|0.82
ENSG00000165246	ENSGALG00010001477	ENST00000684976	ENSGALT00010003419	hsa0000273809-gge0000000989|0.79;hsa0000273811-gge0000000990|0.85;hsa0000273812-gge0000000991|0.81;hsa0000273816-gge0000000992|0.77;hsa0000273817-gge0000000993|0.81;hsa0000273818-gge0000000994|0.82
ENSG00000165246	ENSGALG00010001477	ENST00000339174	ENSGALT00010003420	hsa0000273809-gge0000000989|0.79;hsa0000273812-gge0000000991|0.81;hsa0000273816-gge0000000992|0.77;hsa0000273817-gge0000000993|0.81;hsa0000273818-gge0000000994|0.82
ENSG00000154654	ENSGALG00010007068	ENST00000400546	ENSGALT00010016773	hsa0000280117-gge0000010843|0.82;hsa0000280119-gge0000010844|0.84;hsa0000280120-gge0000010845|0.84;hsa0000280121-gge0000010846|0.8;hsa0000280122-gge0000010847|0.87;hsa0000280123-gge0000010848|0.68;hsa0000280124-gge0000010849|0.76;hsa0000280125-gge0000010850|0.8;hsa0000280126-gge0000010851|0.93;hsa0000280127-gge0000010852|0.78;hsa0000280128-gge0000010853|0.77;hsa0000280129-gge0000010854|0.81;hsa0000280130-gge0000010855|0.78;hsa0000280131-gge0000010856|0.82;hsa0000280132-gge0000010857|0.88;hsa0000280133-gge0000010859|0.82;hsa0000280134-gge0000010860|0.88;hsa0000280135-gge0000010861|0.84
ENSG00000027001	ENSGALG00010006132	ENST00000382172	ENSGALT00010014643	hsa0000188481-gge0000009421|0.65;hsa0000188482-gge0000009422|0.74;hsa0000188483-gge0000009423|0.79;hsa0000188484-gge0000009424|0.71;hsa0000188485-gge0000009425|0.84;hsa0000188486-gge0000009426|0.7;hsa0000188487-gge0000009427|0.78;hsa0000188488-gge0000009428|0.76;hsa0000188489-gge0000009429|0.79;hsa0000188490-gge0000009430|0.77;hsa0000188491-gge0000009431|0.72;hsa0000188492-gge0000009432|0.86;hsa0000188493-gge0000009433|0.81;hsa0000188494-gge0000009434|0.86;hsa0000188495-gge0000009435|0.85;hsa0000188496-gge0000009436|0.8;hsa0000188497-gge0000009438|0.8;hsa0000188498-gge0000009439|0.77;hsa0000188499-gge0000009440|0.76
ENSG00000156284	ENSGALG00010011654	ENST00000399899	ENSGALT00010027870	hsa0000280136-gge0000016722|0.61
ENSG00000156284	ENSGALG00010011654	ENST00000399899	ENSGALT00010027874	hsa0000280136-gge0000016722|0.61
ENSG00000154642	ENSGALG00010007429	ENST00000284881	ENSGALT00010017709	hsa0000280152-gge0000011371|0.76;hsa0000280153-gge0000011372|0.73;hsa0000280154-gge0000011373|0.79;hsa0000280156-gge0000011374|0.71
ENSG00000154642	ENSGALG00010007429	ENST00000400559	ENSGALT00010017709	hsa0000280152-gge0000011371|0.76;hsa0000280153-gge0000011372|0.73;hsa0000280154-gge0000011373|0.79;hsa0000280157-gge0000011374|0.71
ENSG00000102547	ENSGALG00010004043	ENST00000355854	ENSGALT00010009349	hsa0000188548-gge0000005926|0.73;hsa0000188549-gge0000005929|0.81;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000102547	ENSGALG00010004043	ENST00000355854	ENSGALT00010009351	hsa0000188548-gge0000005928|0.79;hsa0000188549-gge0000005930|0.84;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000102547	ENSGALG00010004043	ENST00000409308	ENSGALT00010009349	hsa0000188548-gge0000005926|0.73;hsa0000188549-gge0000005929|0.81;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000102547	ENSGALG00010004043	ENST00000409308	ENSGALT00010009351	hsa0000188548-gge0000005928|0.79;hsa0000188549-gge0000005930|0.84;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000102547	ENSGALG00010004043	ENST00000410043	ENSGALT00010009349	hsa0000188548-gge0000005926|0.73;hsa0000188549-gge0000005929|0.81;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000102547	ENSGALG00010004043	ENST00000410043	ENSGALT00010009351	hsa0000188548-gge0000005928|0.79;hsa0000188549-gge0000005930|0.84;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000102547	ENSGALG00010004043	ENST00000610540	ENSGALT00010009349	hsa0000188548-gge0000005926|0.73;hsa0000188549-gge0000005929|0.81;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000102547	ENSGALG00010004043	ENST00000610540	ENSGALT00010009351	hsa0000188548-gge0000005928|0.79;hsa0000188549-gge0000005930|0.84;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000102547	ENSGALG00010004043	ENST00000347776	ENSGALT00010009349	hsa0000188548-gge0000005926|0.73;hsa0000188549-gge0000005929|0.81;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
